Sent_id,Ambiguous Sentence
mso_47668,Söylediklerinde beni sorgulamaya iten şey sana yetip yetmeyeceğini anlayamadığım bilgisi dağları aşmış bir insan.
mru_85531,Nazen'in evini açmak istediği hamile bir kedi.
mar_88016,Bir öğrenci Utku'nun görüşmek istediği kişi.
mvr_94274,Rüstem'in yola çıkmak istediği araba Şakire'ninkine benziyor.
mvt_51641,Ayşe'nin yıkamak istediği bir tabak var.
mbu_60291,Mercan'ın zannettiği şey onun denizlerde yeni doğan ve hiçbir şeye alışık olmayan bir bebek olduğuymuş.
mve_35867,Rica ettiği şey cam bir damacananın içinde telefonda sipariş verdiği suyun gelmesi.
mdh_73159,Çağla'nın günlerdir aradığı kıyafetine uygun bir oje var.
mbx_39729,Hilmican'ın alıntı yapmak istediği farklı bir etkileyici kitap var.
mum_17385,Meltem'in okumayı bitirmek istediği bir kitap var.
mba_68211,Bu evden taşınmak istediği için Rumet'in bir an önce başlaması gereken bir iş var.
mxd_11112,Yeter'in ilanı asmak istediği bundan başka bir mantar pano var.
mpw_49721,Jürinin hile yaptığını düşündüğü bir yarışmacı var.
mau_13957,Fazıl'ın evine gelmesini istemediği bir yabancı var.
mjv_75490,Yücel'in bu konuyu okumak istediği bir kitap Ayşe'nin yazdığı kitap gibi kapsamlı.
mnt_86772,Hüsnü'nün sürmek istediği bir bisiklet şuradaki gibi kırmızı.
mbc_91951,Depresyona girdiğini düşündüğü bir arkadaşı var Jale'nin.
maq_83978,Bence nişanda Nisan'ın giymesi gereken şey bir elbiseydi.
mfl_46983,Büyükelçinin birlikte gezmek istediği başka bir mihmandar var.
mod_24304,Büşra'nın dolaşmak istediği topuklu ayakkabılarla rahat yürünebilecek bir yer var.
mdc_44752,Kenan'ın buluşmak istediği farklı bir lüks restoran var.
mzw_95548,Ufuk'un bahsetmek istediği farklı bir mevzu var.
mjz_74330,Kaan'ın tanımak istediği kişi farklı bir işsiz kadın.
mic_43698,Her izleyicinin harika olduğunu düşündüğü şey onun yaptığı bir film.
mdb_93197,Saygın'ın kendi düğününde giyerek katılmayı düşündüğü şey siyah bir şort.
moi_20941,Hürrem'in yemek istediği lezzetli bir pasta var.
myl_20848,Bundan başka bir topuklu ayakkabı Nihat'ın giymek istediği.
mbq_65816,Hediye'nin elbise dikerken kullanmak istediği şuna benzeyen yeni model bir dikiş makinesi  var.
mai_90860,Venüs'ün oturmak istediği bundan başka bir masa var.
mjf_74586,Yemek istediği farklı bir lezzetli yemek var Turan'ın.
mus_68674,Zebercet'in bir şeyler almak istediği buradakine benzeyen bir manav var.
mqa_84840,Kaan'ın doping yaptığını düşündüğü bir sporcu var.
mjs_87011,Leyla'nın başkasına hediye etmek istediği şey bir şapka.
mik_88348,Tevfik'in nefret etmek istediği kişi bundan farklı bir kadın.
mbc_69310,Bir öğretim üyesi Fatma'nın görmek istediği kişi.
mzd_74636,Hande'nin mezun olabilmesi için her gün katılması gereken bir ders var.
mhz_63189,Taşınmak istediği yer Reyhan'ın bizimki gibi bir ev.
mtu_80138,Gamze'nin doğum günü partisi için alıp gelmemizi istediği şeyin bir şarap olup olmadığını biliyor musun? 
mxd_13464,Tuna'nın fikir alışverişi yapmak istediği bundan farklı bir uzman doktor var.
mig_54788,Akif hayatında Moğolistan'da yaşadığın bir dönemin olup olmadığını düşünüyor musun?
mag_73597,Ablamın sınavı geçmesi için alması gereken şey öğretmenin istediğine benzeyen bir soru kitabıymış.
mnu_51570,Sahip olmak istediği şey Mehmet'in şuradakine benzeyen yeşil bir bahçe.
mmf_28568,Sabırsızlandığından binerek erken gitmeyi arzu ettiği bir tren var.
mbx_71109,Efe'nin giymek istediği bundan başka bir spor ayakkabı var.
mjz_30374,Çağırmak istediği kişi Ilgın'ın bir tesisatçı.
mbv_99386,Yeşim'in oynamak istediği neredeyse bunun aynısı olan bir film var.
mhg_48715,Bir halı var ev arkadaşımın odasına almak istediği.
mro_51568,Erçin'in uyumak istediği farklı bir oda var.
mal_93966,Hale'nin üzerine ilan asmak istediği okuldakine benzeyen bir pano.
mil_77860,Kardeşimin görmek istediği kişi bir doktor.
mrj_38580,Janset'in ayrılmak istediği gergin bir ortam var.
mgo_92344,Çok acı bir biber var Hakan'ın yemek istediği.
mul_68025,Filiz'in kalmak istediği yer bir otel.
mdq_35127,Serdar'ın kayıt almak istediği bundan başka bir stüdyo var.
mdp_97228,Her çocuğun salıncakta sallanırken hissettiği şey düşme hissi.
mxe_44934,Ozan için önemli olan şey staj yapacağı tanınmış bir yer var.
mfm_44647,Sizin de inandığınızı düşündüğüm şey bir annenin yaptığı yemekten üstün olanın bir aşçının yaptığı yemek olduğu.
mny_44983,Meltem'in görüşmek istediği kişi bu konuda uzman olan bir fizikçi.
mru_55395,Ulrika'nın sevinçlerini ve üzüntülerini toplayarak denize atmayı düşündüğü bir heybe var.
mzp_15229,Fatih'in aşina olmak istediği şey bundan farklı zor bir konu.
mng_21337,Arkadaşına hediye edeceği şey Emilia'nın İsviçre'den getireceği bir çikolata.
mrw_71294,Azra'nın buradan binerek evine ulaşabileceği bir otobüs var.
mvh_90619,Çok istediğim ama bulamadığım seninkine benzeyen bir çanta vardı.
mnb_98989,Nazlı'nın tanışmayı arzuladığı kişi bir mühendis.
mkq_58982,Selim'in çalışmak istediği yer bir reklam ajansı.
mvn_65053,Annemin balkona koymayı istediği bir saksı var.
mos_99164,Miray'ın öpüşmek istediği kişi bir tesisatçı.
mud_56498,Bundan başka bir spor araba var Ünzile'nin almak istediği.
mnv_42281,Almak istediğim Onur'unkine benzer rahat bir ayakkabı var.
mlg_48502,Şeyda'nın giymek istediği şuna benzeyen şık bir elbise var.
mwa_59753,Emlakçının satmak istediği benimkine benzeyen geniş bir daire.
mga_99494,Gamze'nin evlenmek istediği kişi bir doktor.
mdb_97837,Yarın Fahriye'nin temizlemek istediği yer buna benzeyen büyük bir ev.
mlb_21118,Yağız'ın kutlama için istediği yer bir restoran.
mmi_54169,Şükra'nın yazı yazarken kullanmak istediği şey Hayriye'ninkine benzeyen bir daktilo.
mvz_34113,Belediye başkanının meydana dikmek istediği şey pembe bir çiçekti.
mdi_89653,Bir yoğurt yiyişinin her yiğitte farklı olduğundan emin değilim.
mhi_82913,Perihan'ın merak ettiği şey tüm güzel anıların yerini tutabilecek geriye kalan bir fotoğraf parçasının olup olmamasıydı.
mtv_14785,Banu'nun arsa almak istediği şehir İstanbul gibi büyük.
mlj_75000,Deniz'in kitaplarının taşımanın daha uygun olduğunu düşündüğü küçük bir valiz var.
mel_55558,Mutfağa ev arkadaşımın koymak istediği şey bir masa.
mix_85863,Berivan'ın başvurmanın daha akıllıca olduğunu düşündüğü garanti bir iş.
mgd_23573,Ercan'ın satın almak istediği bundan başka başarılı bir albüm.
msv_92927,Burak'ın bambu yedirmek istediği sevimli bir panda var.
mya_67890,Bir elbise önümüzdeki hafta Leyla'nın kendisine almak istediği şey.
mbv_10844,Altın almayı istediği bir kuyumcu var Oğuz'un.
mgf_34769,Nazenin'in her öğrencinin ödevi model olarak kullanmasını istediği bir öğrenci var .
mls_32521,Bülent'in yazı yazmak istediği bir daktilo benimkine benziyor.
mlm_35471,Bir koltuk takımı babamın almaya niyetlendiği şey.
mhf_58480,Kenan'ın oturmak istediği bir kafe var.
mtc_23434,Eline şiş ve iplik alan herkesin örmek istediği bir bere var.
myz_29666,Henrik'in söylemenin uygun kaçıp kaçmayacığını merak ettiği güzel bir söz var. 
mlc_45468,Çiğdem'in yanında götürmek istediği sadece bir hırka var.
mhl_87066,Derin'in ayırtmak istediği bir masa var restoranda.
myx_30033,Tijen'in konuşmak istediği keyifli bir konu var.
mga_23510,Onun Tülay'dan almasını istediği yiyecek bir tantuniymiş.
mtx_77032,Herkesten istenilenin ikinci bir yabancı dil olduğunu biliyor mu Jülide?
mqc_91235,Buradakine benzer yeni bir bina Mahir'in yaşamak istediği yer.
mnx_35979,Hakan'ın saklamak istediği şey Nermin tarafından yazılmış bir mektup.
mmd_83044,Bursa'dakiler gibi bir yazlık benim istediğim yer.
mac_76923,İşlerini bitirirse Can'ın gitmek istediği bir konser var.
mgq_73344,Bu ara kuzenimin almak istediği bir araba var.
mik_82248,Canan'ın çalışmak istediği bir üniversite var.
mrs_23250,Bundan başka bir balo salonunda dans etmek istiyor Canan.
msc_30376,Aybala'nın düşündüğü şey yazın şehri terkeden kişilerin çoğunun arkadaşı olacağı.
mmh_16249,Resim çizmek istediği bundan farklı bir kağıt var Irmak'ın.
min_30217,Bu olaydan sonra Cemre'nin ona göndereceği bir mesaj en iyisi olabilir.
msu_38814,Çok sıkıldığım için birlikte bara gitmek istediğim bir arkadaşım var. 
mut_15024,Rezzak'ın ithalat yapmak istediği bir ülke Türkiye gibi.
mkg_46674,Bundan başka bir ayakkabıyla kombin yapmak istiyor Ceyda.
mzs_90124,Böyle bir derginin kapağı Yıldız'ın yer almak istediği yer.
muf_41054,Elektrikler gittiğinde Azra'nın yakmak istediği bir mumdu.
mjd_12027,Utku'nun dinlemek istediği bir şarkı var.
mmj_20963,Şuradaki gibi bir makas Fikri'nin ağaçları budamak için kullanacağı şey.
muw_24733,Kahvaltı yaparken bir yandan da beslemek istedikleri şey bir zürafa.
muv_19518,Buğra'nın bu konuyla ilgili okumasının iyi olacağı bir makale var.
mqg_21568,Ayten'in yaşadıklarını paylaşmak istediği kişi bir terapist.
maz_85127,Zahide'nin almak istediği bundan farklı bir diploma var.
sjc_93630,Pelin'in okumak istediği yüksek okul şu an gittiğinden farklı.
sqv_16167,Arkadaşımın okumak istediği belirli bir roman var.
sse_28859,Ezan okununca eniştem namaz kılmak için belirli bir seccadeyi istedi.
sgc_74636,Kenan sevgilisine belirli bir mektubu yazmanın romantik olabileceğine inanıyor.
san_93140,Ezgi boncukları dizerek yapabileceği belirli bir kolye türü var.
spf_22980,Beyza'nın kütüphaneden almayı düşündüğü kitap nasıl bir kitap?
saz_29481,Yetkin'in karşılaşmak istediği rakip Erdem gibi güçlü biri.
srj_81053,Dilara'nın aldığında hep yerine getireceği bir sorumluluk var mı?
sts_36912,Bahçıvanın buraya dikmek istediği bir fidan var.
sxb_89318,Baran'ın hep yazmak zorunda olduğu belirli bir rapor var mı?
sze_27386,Ev arkadaşımın buraya asmak istediği poster şık bir şey.
sku_51139,Özden'in bulmak istediği traktör Yaren'inki gibi dayanıklı.
soa_90718,Sarışın kızın sana soracağı bir soru var.
ser_38010,Karpuz seçmeyi bilmeyen Tilbe manavdan istediği şey lezzetli olan bir karpuzdu.
spo_13183,Helin başına gelen bir olay var ki bunu bile anlatmak istemiyor.
swo_13819,Ali yaşayacağı yeni ülkede nasıl yaşayacak?
sqy_41406,Elif belirli bir arabaya sahip olsaydı bu kadar yorulmayacağını düşünüyor.
sfn_14494,hakemin faul yaptığını düşündüğü bir oyuncu var.
syx_22230,Kedim için almak istediğim bir yaş mama var.
swz_78461,Halide'nin tatil yapmak istediği otel annesininki gibi lüks.
suz_44770,İnci'nin bahsetmekten çekindiği bir olay var.
slf_44028,Çalışmak istediğim kütüphane okuldaki gibi kapsamlı.
sgz_69359,Nergis'in yemek sözü verdiği kişi onun arkadaşı.
sft_77886,Bazı öğrenciler dersi belli bir sınıfta dinlemek istiyor.
sao_25511,Kuzenimin okumayı arzu ettiği üniversite iyi bir üniversite.
sie_97008,Kardeşimin almak istediği bir araba var.
ssj_51029,Kerem gruptaki her tabağın sirtaki için uygun olduğunu sanıyor.
swn_71697,Nermin'in akşam yemeğine davet etme ihtimalinin olduğu bir komşusu var.
sxt_25088,Defne işte karşılaştığı belli bir sorun olursa arkadaşını arar.
svy_25218,Öğrencinin aşina olmak istediği konu kitaptaki gibi zor.
sad_40255,Harun'un sürmek istediği araba arkadaşınınki gibi hızlı.
sve_14058,Şuayip'in başlamak istediği soru zor bir soru.
sfr_24045,Pelin gruptaki her müzisyenin okullu olduğunu düşünüyor.
shb_54345,Yelda'nın vakit geçirmek istediği adam şu an vakit geçirdiği kişi değil.
saj_21089,Feriha'nın okumak istediği prestijli üniversite şimdiki prestijli üniversitesinden farklı bir okul.
suk_59709,Jale'nin sırlarını açmak istediği arkadaşı Yaren gibi güvenilir.
svw_97214,Benan'ın muhabbet etmeyi istediği bir kitapçı var.
sbg_54714,Naz'ın birlikte yaşamayı istediği yakın arkadaşı şimdiki yakın arkadaşıyla aynı değil.
syp_13003,Bu işi tamamlarsa parti vermek istediği bir kulüp var Berrin'in.
sad_20571,Cansu'nun yaşamak istediği geniş ev şimdiki geniş evi değil.
stj_90500,Reyhan yazmak istediği tarihi roman yazdığı tarihi romandan farklı.
swc_18782,Berkay ile anlaşamadığı için taşınmak isteyen Didem'in düşündüğü yer kiralık bir ev.
sye_62623,Mete'nin evleneceğine inandığı kızıl saçlı bir kadın var.
srj_68080,Sevgilisi için Anıl'ın hazırlamayı düşündüğü güzel bir yemek varmış.
slo_57527,Sude dolaba belli bir çanta koymak istiyor.
som_89234,"Jülide'nin oturmak istediği, şimdikinden farklı biri var."
srm_68623,Asena'nın oturmak istediği masa denize bakıyor.
ssh_56333,Mahmut'un otobüse binmek istediği durak buradaki gibi merkezi.
svl_71728,Mağazdakiler gibi kırmızı bir domates şef tarafından aranıyor.
srs_11740,Doktoru cilt kanserinden korunması için belli bir güneş kremini almasını istemiş.
svu_81090,Yağız'ın görmek istediği öğrenci şimdikinden farklı.
srm_55655,Koridora asmak istediği şey belirli bir ayna Selim'in.
sgu_55442,Şeyda'nın bitirmek için saatler harcamamak dilediği bir kitap var.
szi_76249,Günlerini belirli bir sahil kasabasında geçirmek istiyor Pelin.
svj_99081,Her şeyden bıkmış görünen Melis artık aklındaki sahil kasabasına yerleşmek istiyor.
sbm_44648,Halil'in buluşmak istediği kişi bir şarkıcı.
sfy_41641,Fırat yeni açılmış olan kursta yelken eğitimi almayı düşünüyor.
shg_90335,Buse'nin dinlemek istediği şu ankinden farklı bir hikaye var.
ske_62659,Gökçe'nin bakmanın çok iyi hissettirdiğini düşündüğü bir çiçek var.
sdz_59158,Nilay'ın haber vermek istediği lüks restoran haber verdiğinden farklı.
see_24374,Duygu hastalanırsa yakınlardaki bir eczaneyi bulamayacağını düşünüyor.
sjh_31020,Yurdanur'un işbirliği yapmak istediği menajer Behice gibi zeki.
sms_45376,Soner bu notaları gül ağacından yapılmış olan eski gitardan duymak istiyor.
snb_77484,Para isteyeceği şimdikinden farklı bir cesur adam var Tarık'ın.
sph_35593,Buse'nin hissedar olmayı istediği yer bir şirket.
swc_25747,Çamaşırlarını sermeye üşenen Mert'in almak istediği kurutma makinesi ekonomik.
sib_37754,Bade'nin söylemek istediği şarkı şimdi söylediğinden farklı.
scn_84512,Ceyda'nın kırıldığını düşündüğü şey bir bardak.
sai_27199,Tolga'nın benim moralimi bozabileceğini düşündüğü bir mesaj var.
sgb_74359,Bu proje için Nezahat'in anlaşmak istediği bir inşaat mühendisi var.
sdz_66402,Bizim bahçedeki gibi canlı olan birtakım ağaçları görmek istiyor Yurdakul.
sby_54520,Ziynet'in sebze almak istediği organik pazar burası değil.
sot_86688,Eskisi gibi kullanışlı olacak uygulamayı hazırlamak istiyordu.
srm_67486,Kedinin istediği oyuncak belli.
syn_42023,Babam eve gelirken belirli bir sigarayı almasını istedi kardeşimden.
szf_37640,Senin elindeki gibi olan kırmızı domatesi ısırmak istiyor Hülya.
sjb_46317,Çağla'nın isterse içebileceği bir meyve suyu varmış.
stx_36948,Niyazi'nin tartışmak istediği kişi bir muhtar.
sap_10757,Ali'nin izlemek istediği bir film var.
scp_11417,Murat'ın İstanbul'da almayı çok istediği bir ev var.
sga_27525,Bu konuyu öğrenmek istediği belli bir kitap var Muhterem'in.
sek_78570,Cildi çok kuru olan Nazan'ın satın almak istediği şey belirli bir nemlendirici.
szx_10000,Gürkan'ın kapıyı açmak istediği anahtar hikayelerdeki gibi altın.
srj_86024,Mükerrem ile konuşan herkesin kendisini sanacağı mutlu bir prenses var.
sxq_38414,Zümran istiyor ilan verdiğinden farklı olan yerel gazeteye ilan vermek.
siy_54687,Kardeşime keman derslerini aldıracakları bir özel öğretmen var.
saz_23990,Eğer yeterince çabalarsa Derin onu almaya ikna edeceği bir televizyon var.
szs_20267,Hakan'ın yazılmak istediği yer dershane.
scd_91442,Gülsüm'ün görünmek istediği doktor Filiz gibi uzman.
svk_78000,Doktorun ilgilenmek istediği belirli ve farklı bir hasta var.
szs_92418,Neslihan yarın aklındaki diziyi izlemek istiyor.
sos_54061,Kaan'ın istediği farklı ve özel bir kırmızı dosya var.
sdp_76903,Serra'nın süpürmek istediği belirli bir oda var.
sdf_35499,Akif can sıkan soruna çözüm bulmak istiyor.
sgm_20579,Konudan rahatsız olan herkes bu konuya dair yeni kanunun düzenlenmesini istiyor.
scs_74734,Kenan'ın sakin olarak girmesi gereken bir sınav var.
syy_56093,Müşterinin yemek istediği ürün tatlı.
stw_48243,Miray'ın almayı kesinlikle isteyeceği bir oyun var.
sih_78669,Dudu'nun aşık olmayı istediği yakışıklı adam şimdiki aşkı değil.
sck_33323,Uygar'ın taşınmak istediği şehir sıkıcı bir yer.
sdu_41032,Deniz'in alabilirse daha mutlu olacağı bir yardım var.
svi_47960,Ünsal'ın her yere dikmek istediği şey bir fidan.
shw_31642,Çiçek'in arkadaş olmak istediği kişi belli.
stq_60773,Oğluna almayı hayal ettiği ayakkabı yeni.
ski_39409,Senin gibi kibar olan belli bir arkadaşından yardım isteyecek Narin.
syj_56435,Ilgın'ın bilet almak istediği uçuş belirli ve farklı bir havalimanından kalkıyor.
sev_98648,Orkun resimlerinin anlattığı belirli bir hikaye olduğunu düşünüyor.
sup_79676,Sadık'ın almak istediği yatak eski evindeki gibi.
srp_57401,Aysima'nın koklamak istediği şey belirli bir parfüm.
sly_97021,Aslı alanında uzman olan doktora fikir danışmak istiyor.
sfa_16776,Şakir az önce konuştuğumuz konu gibi hassas olan belirli bir konudan bahsetmek istiyor.
szi_76588,Leyla'nın çalışmak istediği ofis seninki gibi şık.
sts_95237,Fırat'ın gece görürse çok korkacağı bir böcek var.
slw_43218,Portekizli oğlanın sevgilisine almak istediği özel bir hediye vardı.
sgn_58532,Venüs'ün görmek istediği kedi belirli bir kedi.
ahc_56149,Ayşe'nin bahçede beslemek istediği hayvan bir köpekti.
apz_94827,Ayşe tarafından evlat edinilmek istenen bir çocuk vardı.
aoh_12772,Selim'in almak istediği bir belli bir kamyonet var.
abb_55844,Filiz'in geçen sene almak istediği ev bir yazlıktı.
ayu_34539,Mutfağa koymak istediği şey bir sandalyeydi.
aib_11893,Leyla'nın salonun duvarına asmak istediği bir tablo vardı dün.
aub_48176,İlke'nin bitirmek istediği kitap uzun.
afz_97670,Yorucu bir görev var Miray'ın tamamalamak istediği.
aku_66769,Suat'ın görünmek istediği kişi bir doktor.
aem_70787,Bener'in soru sormak istediği kişi öğretmendir.
aby_62074,Yaren'in danışamayı istediği kişinin uzmanlığı var.
atf_82047,Küçük çocuğun su vermek istediği bir çiçek var.
amr_91532,Şeyma'nın çalışmak istediği oda sessiz.
ave_54202,Janset'in ortamdan ayrılmak istiyor çünkü ortam çok gergin.
als_76243,Nazan'ın hasbihal etmek istediği kişi konuşkan.
ans_86511,Pelin'in okumak istediği bundan farklı bir yüksek okul var.
awq_32521,Ufuk'un bahsetmeyi istediği özel bir mevzu var.
amm_34636,Tijen'in yemek istediği tatlı restorandakine benziyor.
ajn_13649,Kardeşime özel keman dersleri vermesi için tutacakları kişi bir öğretmen.
agb_36430,Kardeşimin para biriktirdikten sonra almak istediği bir araba var.
cgg_62408,Gözde'nin sulamak istediği bir çiçek var.
ceb_74341,İlke'nin bitireceği kitap uzun.
cud_72519,Pınar'ın yemek istediği farklı bir yemek var.
cpx_87514,Helin'in balık tutacağı bundan başka bir deniz var.
cww_99703,Ufuk'un bahsetmek istediği mevzu başka.
cxm_74294,Bundan başka bir dosyayla ilgilenmek istiyor Berke.
cuf_19131,Ahmet'in benimki gibi gitmek istediği lüks bir restoran var.
cet_78559,Jale'nin sırlarını açmak istediği arkadaşı Yaren gibi güvenilir.
czq_64905,Konferans vermek istediği salon buradaki gibi Fırat'ın.
ckd_13399,Yaren'in film izlemek istediği sinema alışveriş merkezindeki gibi.
crd_92908,Öpüşmek istediği Hikmet gibi bir tesisatçı var Asude'nin.
czb_98310,Rüstem'in yola çıkmak istediği araba Şakire'ninki gibi.
chq_63241,Her öğretmeni arayan bir öğrenci var.
cnr_47404,Her ağaç aynı bahçıvan tarafınfan budandı.
cvj_11943,Büşra'nın görmek istediği bir panda var.
ckb_50024,Fırıncının kızartmak istediği bir dilim ekmek var.
crd_71509,O yokken odasına girdiğinden şüphelendiği biri var Büşra'nın.
cyu_86458,Gönül'ün işini herkesten iyi yaptığını düşündüğü kişinin mesleği sıvacılık.
cqh_95501,Bremen'deki mızıkacının kaç lira olduğundan habersiz olduğu bir mızıka var.
cbc_39877,Kaç lira olduğunu uzun zamandır sorgulamadığı bir ekmek var Recep'in.
myx_33338,Birinin yaptığı şeyi herkesin beğeneceğine dair bir kuralın olmadığını söyledi Yusuf.
mod_66307,Polisten aldığın evrakları koymanı emrettiğim bir çekmece var dolabımda.
msx_34570,Bir park Sunay'ın köpeğini yürütmek için götürmek istediği yer.
mus_42241,Buse'nin ders çalışırken dinlemek için açmak istediği şey bir şarkı.
mnz_21134,Ozan'ın planı okuduğu bölümü bırakıp bundan başka bir bölüme geçmek.
mhq_60923,Nermin'in alacağı bir bardak altlığı.
mmu_33927,İnsan kaynaklarına yazan herkesin almak istediği uzun ve sıkıcı bir mektup.
mbm_45493,Yelda'nın kendisine yapılan ışıltılı sürprizi anlatmak için sabırsızlandığı kişi bir arkadaşı.
mxc_10720,Öğrencinin her zaman ödevini yaptığı belli.
mpi_46535,Bir öğretim üyesi Fatma'nın görmek istediği kişi.
mrb_16792,Tahsin'in meyvelerini toplamak istediği bir ağaç var.
mgw_25940,Hilmican'ın alıntı yapmak istediği farklı bir etkileyici kitap var.
mgy_94932,Polisin gerçekten suçlu olduğundan şüphelendiği birçok tutuklu var.
mam_86020,Farklı bir Avrupa ülkesi var Jülide'nin ziyaret etmek istediği.
mjp_52343,Bundan başka bir makaleye referans vermek istiyor Sezen.
mnk_44287,Bir köpek Asude'nin sahiplenmek istediği hayvan.
mzj_89682,Onların şüphelendiği şey dernekte bir casus olması.
mrp_40275,Hüsnü'nün sürmek istediği bisiklet şuradaki gibi kırmızı.
mox_16781,Venüs'ün oturmak istediği farklı bir masa var.
mpe_18380,Benimki gibi bir okul Orkun'un gitmek istediği yer.
sdv_51554,Sarışın kızın sana sormak istediği belirli bir soru var.
svm_54045,Bahçıvan buraya sahip olduğu fidanı dikmek ister.
sfr_68673,Selim'in koridora asmak istediği nesne bir ayna.
sac_53481,Portekizli oğlanın sevgilisine alacağı hediye özel bir hediye.
sxd_20737,Venüs'ün görmeyi dilediği varlık bir kedi.
shl_37618,Kardeşimin almayı arzuladığı bir araba var.
sfz_67561,Aslı'nın fikir danışmak istediği kişi alanında uzman bir doktor.
sht_24250,Burak'ın bambu yedirmek istediği hayvan sevimli bir panda.
sal_24118,"Serra'nın aklında, süpürmek istediği, şimdikinden farklı bir oda var."
sbc_60530,Kaan'ın tanımak istediği işsiz kadın şu anda tanıdığı işsiz kadından farklı biri.
slh_36352,Ege'nin gitmek istediği okul şimdiki okulundan farklı.
sjv_65028,Venüs'ün oturmayı dilediği şimdikinden farklı bir masa mevcut.
shn_51698,Janset'in bahsetmek istediği konu şu an konuşulandan farklı.
sxq_32796,"Yaren alacağı evin şimdikinden farklı, belirli bir şehirde olmasını istiyor."
sas_85042,Yaren'in film izlemek istediği sinema alışveriş merkezindeki sinemaya benziyor.
swj_21448,Yıldız'ın kapağında yer almak istediği bu dergi türünde bir dergi var.
sei_44007,Mahir'in yaşamak istediği bina buradaki gibi yeni bir bina.
sdq_16218,Can'ın gitmeyi düşündüğü kurs bir seramik kursu.
sus_30499,Nur'un hediyelik eşya dükkanında gözüne kestirdiği nesne bir bileklik.
san_52203,Cenk kendisini mutlu edecek şeyin aklındaki arabayı satın almak olduğunu düşünüyor.
ags_88089,Deniz herhangi bir dili konuşmak isterse kesinlikle hemen öğrenir.
amw_37299,Ayşe gideceği yerin bir otel olmasını istiyor.
ani_55363,Gönül mesleği sıvacılık olan herhangi bir kişinin işini herkesten iyi yaptığını düşünüyor.
abf_51293,Sana yardımcı olacak şeyin bir kitap olduğunu düşünüyor Ali.
aoc_58863,Melahat mezun olacağı yer bir okul olsun istiyor.
aoe_30410,Kerem bundan başka herhangi bir manzaraya bakmak istiyor.
auz_75957,Pelin görmek istediği kişinin uzman bir doktor olmasını istiyor.
akk_45712,Ayşe tecrübeli bir reklamcı olsun istiyor çalışacağı kişi.
aan_40213,Ajanstakilerin istediği seninki gibi herhangi bir öneride bulunmak.
agy_36377,Belma yalnız çıkacağı yolculuk bir vapur yolculuğu olsun istiyor.
aph_63415,Kim olduğu önemli olmayan bir müşteriye Mehmet bakmak istiyor.
auu_32112,Ceylan senin yaptığına benzeyen herhangi bir sebze yemeğinden yemek istiyor.
avm_52731,Abidin bu resim dışında  herhangi başka bir resim çizmek istiyor.
apu_73222,Müjdat bahsi geçilen şirket dışında herhangi bir şirkette çalışmayı istiyor. 
acx_47236,Büyük ihtimalle Elif kaza geçirirse kimse ona ulaşamaz. 
ain_67404,Recep uzun zamandır ekmeğin kaç lira olduğunu sorgulamamıştı. 
afz_70015,Seda gelecekte ev satın almasının zorunlu olduğunu düşünüyor.
asi_96645,Süreyya herhangi bir tekne gezisine katılması gerektiğini söylüyor.
auo_68470,Konuşacağı konu bunun gibi olsun istiyor Asude.
acj_11578,Yağız kendine yeni arkadaş edinmek istiyor.
auk_95765,Cenk herhangi bir araba satın alırsa mutlu olacağını düşünüyor.
aem_68582,Ali kuyumcuya hırsız girdiğini mi iddia ediyor?
aea_56554,Ev arkadaşım herhangi bir kediye bakmak istiyor.
akn_13432,Alacağı yazlık deniz görsün istiyor Gülsüm.
aed_30668,Ev almak istiyorum şuradaki gibi bir tane.
aap_38754,Yiğit bu fotoğraf dışında başka herhangi bir fotoğraf bastırmak istiyor.
afq_76159,Bener buradaki gibi olan herhangi bir fotoğrafta yer almak istiyor.
ahg_84513,Kitap okumasını önerdim ona yardımcı olur diye.
apy_80895,Hakan arkadaşı olan insanlardan herhangi birine uğramak istiyor.
apz_28547,Batu alıntı yaptığı kitap Buğra'nınki gibi olsun istiyor.
ajq_85341,Filiz alacağı araba kırmızı olsun istiyor.
ahv_27772,Kenan yola çıkacağı şoför yorgun olsun istiyor.
art_65141,Kardeşim para biriktirdikten sonra araba almak istiyor.
aoi_44822,Abraham akşam için pişirilen herhangi bir kurabiyenin kaç derecede pişirildiğini bilmiyordu. 
afs_52624,Annemler tatilde yat kiralamak istiyor.
aeh_65253,Süheyla yiyeceği tatlı restoranda servis edilen gibi olsun istiyor.
afv_82376,Leyla bu konudan başka herhangi bir konuda konuşmak istiyor.
acg_89615,Her katılımcı masaya oturmak gerektiğini düşündü.
awn_47284,Uygar bu adamdan farklı herhangi bir adamla dövüşmek istiyor.
axs_68287,Pelin bardak kırmak istiyor.
atm_56292,Özlem bu soruyu çözebilen kişi kim olursa onun öğrenci olacağını düşünüyor. 
atf_87654,Eda sadece yumurta ile kahvaltı yaparsa hemen acıkır.
azh_83815,Oğuz okulu bırakmak ve herhangi bir işte çalışmak istiyor.
aij_96629,Selin arkadaş olduğu kişilerden herhangi birini davet etmek istiyor.
acg_82153,Şeyma en yakın zamanda öpeceği kız kızıl saçlı olsun istiyor.
arz_32770,Gaddar adam fidan sökmeyi arzuluyordu.
afl_60018,Yaren grupta ajan olduğunu düşünüyordu.
agn_53690,Büşra herhangi bir arkadaşının ondan hoşlandığını düşünüyor.
