Sent_id,Ambiguous Sentence,Sent_id,De Re Paraphrase (Unique Entity) ,RJ,Sent_id,De Dicto Paraphrase,DJ,,,,
cfw_73324,Orkun başka bir kravat takmak istiyor.,cpp_60581,Orkun'un takmak istediği kravat başka.,,ckq_41565,Orkun takacağı kravatın başka olmasını istiyor.,,,,,
cpf_97428,Itır odadan kaçabilmek için gizli bir geçidi bulmalıydı.,cex_62307,Itır'ın odadan kaçabilmek için bulması gereken geçit gizli.,,cgk_46938,Itır odadan kaçabilmek için bir geçit bulmalı ve bu geçit gizli olmalı.,,,,,
clq_46091,Geçen ay Büşra balkonunda bir kedi beslemek istiyordu.,cvm_62374,Geçen ay Büşra'nın balkonunda beslemek istediği hayvan kediydi.,,cnv_56495,Büşra geçen ay balkonunda besleyeceği hayvanın kedi olmasını istiyordu.,,,,,
csc_53638,arkadaşına özel bir hediye almak istiyormuş.,ckl_11303,Arkadaşına almak istediği özel şey hediyeymiş.,,cdt_92463,Arkadaşına özel hediye almak istiyormuş.,,,,,
cjy_58288,Bir çiçeğe su vermek istiyor küçük çocuk.,cda_55295,Küçük çocuğun sulamak istediği bir çiçek.,,civ_79248,Küçük çocuk çiçek sulamak istiyor.,,,,,
cnk_83597,"Leyla, ayşe'ninki gibi kırmızı bir araba almak istiyor.",cmn_44665,Leyla'nın almak istediği kırmızı araba Ayşe'ninki gibi.,,cdo_82351,Leyla alacağı arabanın Ayşe'ninki gibi kırmızı olmasını istiyor.,,,,,
cud_98475,Zor bir bölümü geçmek istiyor Mehmet.,cby_31681,Mehmet'in geçmek istediği bölüm zor.,,ccd_12162,Mehmet geçeceği bölümün zor olmasını istiyor.,,,,,
cwq_92047,seninki gibi bir elbiseyi giymek istiyor Ilgın.,cnj_19430,Ilgın'ın giymek istediği elbise seninki gibi.,,cke_72872,Ilgın giyeceği elbisenin seninki gibi olmasını istiyor.,,,,,
cmf_45030,Leyla bahçedeki gibi bir arabayla gezmek istiyor.,csh_47571,Leyla'nın gezmek istediği bahçedeki gibi bir araba.,,clc_37954,Leyla gezeceği arabanın bahçedeki gibi olmasını istiyor.,,,,,
cmw_92409,Hülagü karayipler'deki gibi bir restoranda yemek yemek istiyor.,cjp_25509,Hülagü'nün yemek yemek istediği restoran Karayipler'deki gibi.,,cmz_35054,Hülagü Karayipler'dekine benzeyen herhangi bir restoranda yemek yemek istiyor.,,,,,
cls_25105,Melike etkileyici bir şiir okumak istiyormuş arkadaşına.,cue_86401,Melike'nin arkadaşına okumak istediği şiir etkileyiciymiş.,,cke_96792,Melike arkadaşına okuyacağı şiirin etkileyici olmasını istiyor.,,,,,
cbu_99836,Erkan istiyor bir apartmanda yaşamak.,cmn_72062,Belli bir apartmanda yaşamak isteyen Erkan'mış.,,csd_66205,Erkan yaşayacağı yerin bir apartman olmasını istiyor.,,,,,
cyw_50200,Lale bir panda görmek istiyormuş.,cnu_92268,Görmek istediği bir panda olan Lale'ymiş.,,cds_97743,Lale panda görmek istiyor.,,,,,
cqu_58779,Ayşe gibi bir gazeteciye röportaj vermek istiyor şarkıcı.,cyl_75368,Şarkıcının röportaj vermek istediği basın mensubu Ayşe gibi bir gazeteci.,,czz_64758,Şarkıcı röportaj vereceği gazetecinin Ayşe gibi olmasını istiyor.,,,,,
clv_32659,Buket benimki gibi bir bilgisayarla çalışmak istiyor.,cyf_66792,Buket'in çalışmak istediği bilgisayar benimki gibi.,,cmt_14990,Buket çalışacağı bilgisayarın benimkine benzemesini istiyor.,,,,,
cuc_96218,Bir ağaçtan meyve toplamak istiyor Tahsin.,clp_82645,Tahsin'in meyve toplamak istediği bir ağaç.,,clm_33368,Tahsin ağaçtan meyve toplamak istiyor.,,,,,
cvu_46898,Komşunun kızı bir tesisatçı öpmek istiyormuş.,csa_64971,Komşunun kızının öpmek istediği biri varmış ve tesisatçıymış.,,clz_34910,Komşunun kızı tesisatçı öpmek istiyor.,,,,,
can_37333,Başka bir kadınla öpüşmek istiyor Nuran.,cfy_96808,Nuran'ın öpüşmek istediği biri var ve başka bir kadın.,,cnu_56556,Başka bir kadınla öpüşmek Nuran'ın yapmak istediği şey.,,,,,
cxo_67379,başkanınki gibi bir makam arabasını sürmek istiyor Şoför.,cmv_77745,"Şoförün sürmek istediği makam arabası, başkanınki gibi bir makam arabası.",,cop_49985,Şoför süreceği arabanın başkanınki gibi olmasını isityor.,,,,,
cjs_54659,Bir uzmana danışmak istiyor Yaren.,cwk_20899,Yaren'in danışmak istediği kişi uzman.,,cim_37866,Yaren danışacağı kişinin uzman olmasını istiyor.,,,,,
cze_71710,Urla'daki gibi bir organik pazardan alışveriş yapmak istiyor Bensu.,cuj_63491,Bensu'nun alışveriş yapmak istediği organik pazar Urla'daki gibi.,,caa_39200,Bensu alışverişi Urla'daki gibi bir organik pazardan yapmak istiyor.,,,,,
cfn_72191,Gözde bir çiçeği sulamak istiyor.,cnn_35309,Gözde'nin sulamaya niyetlendiği bitki çiçek.,,cmy_80841,Gözde çiçek sulamak istiyor.,,,,,
chs_82219,Bener bir öğretmene soru sormak istiyor.,cvb_75055,Bener'in öğretmene soracağı bir soru.,,cin_89212,Bener öğretmene soru sormak istiyor.,,,,,
czk_29640,Ajda bir pop şarkısı çıkarmayı düşünüyor.,cwn_79984,Ajda'nın çıkarmayı düşündüğü şey pop şarkısı.,,ctl_28273,Ajda şarkı çıkarmak istiyor ve çıkaracağı şarkı pop türünde olsun istiyor.,,,,,
cpu_69013,başka bir salonda dinlenmek istiyor Yağız.,ccd_46501,Yağız'ın dinlenmek istediği salon başka.,,crp_78536,Yağız dinleneceği salonun başka olmasını istiyor.,,,,,
cvq_37878,Feriha bir ayakkabıyı almak istiyormuş.,cjd_86025,Feriha'nın almak istediği şey bir ayakkabıymış.,,cgk_90272,Feriha herhangi bir ayakkabı almak istiyor.,,,,,
cqr_53747,Şeyma sessiz bir odada çalışmak istiyor.,cgt_34330,Şeyma'nın çalışmak istediği oda sessiz.,,crr_31173,Şeyma çalışacağı oda sessiz olsun istiyor.,,,,,
czd_33017,Haydar'ınki gibi bir şirketten ayrılmak istiyor Cüneyt.,cyo_76171,Haydar'ınki gibi Cüneyt'in ayrılmak istediği şirket.,,cpu_76002,Cüneyt ayrılacağı şirketin Haydar'ınkine benzemesini istiyor.,,,,,
cbn_86084,komşununki gibi canlı renkli kıyafetleri yıkamak istiyor Yasemin.,cif_46271,Komşununki gibi canlı renkli yıkamak istediği kıyafetler Yasemin'in.,,cfh_69628,Yasemin yıkayacağı kıyafetlerin rengi tıpkı komşununkiler gibi canlı olsun istiyor.,,,,,
cdc_87596,Nusret iki aydır bir köfte yapmak istiyormuş.,czq_75665,Nusret'in iki aydır yapmak istediği şey bir köfteymiş.,,cke_64701,Nusret iki aydır köfte yapmak istiyor.,,,,,
ctg_97307,Dedem gazetedeki bir haberi okumam gerektiğini söyledi.,ciq_23526,Dedemin okumam gerektiğini söylediği haber gazetede.,,czf_43315,Dedem gazeteden haber okumam gerektiğini söyledi.,,,,,
cqt_78203,Hilal bir boksörle kavga etmek istiyor.,cby_61870,Hilal'in kava etmek istediği kişi bir boksör.,,cgy_74540,Hilal kavga edeceği kişinin mesleğinin boksörlük olmasını isitiyor.,,,,,
cfa_57057,Ege istiyor başka bir okula gitmek.,cne_43320,Ege'nin gitmek istediği başkası.,,cte_66281,Ege gideceği okulun bundan başka olmasını istiyor.,,,,,
csy_76135,Duyulamayan sesleri bir gazete aracılığıyla herkese duyurmayı arzuluyordu Menekşe.,cfa_85641,Menekşe'nin duyulamayan sesleri herkese duyurmak için kullanmayı arzuladığı aracı gazeteydi.,,cvz_57758,Menekşe'nin arzusu duyulamayan sesleri herhangi bir gazete aracılığıyla herkese duyurmaktı.,,,,,
col_85192,"Ayşe, bir çocuk evlat edinmek istiyordu.",cyj_81716,Ayşe'nin evlat edinmek istediği çocuktu.,,cem_69364,Ayşe çocuk evlat edinmek istiyordu.,,,,,
cfh_18384,Günseli bir tesisatçıya aşık olmak istiyor.,czs_40531,Günseli'nin aşık olmak istediği kişinin mesleği tesisatçılık.,,cqg_65312,Günseli aşık olacağı kişinin tesisatçılık mesleğinde olmasını isitiyor.,,,,,
cel_76121,Başka bir araba tamir etmek istiyor Remzi.,cvv_66540,Başka Remzi'nin tamir etmek istediği araba.,,cfe_64629,Remzi tamir edeceği araba başka olsun istiyor.,,,,,
cft_43360,arkadaşımınki gibi bir araba almak istiyorum.,cvc_34495,Almak istediğim araba arkadaşımınki gibi.,,czf_34644,Alacağım araba arkadaşımınkine benzesin istiyorum.,,,,,
cwq_25425,Helen bir mercimek çorbasının tadının başka hiçbir yemekte bulunmayacağına kanaat getirdi.,cau_30162,Helen kanaat getirdi ki tadının başka hiçbir yemekte bulunamayacağı şey bir mercimek çorbası.,,csz_61687,Helen başka hiçbir yemeğin mercimek çorbasının tadına sahip olamayacağına kanaat getirdi.,,,,,
clz_95663,Asude hikmet gibi bir tesisatçıyla öpüşmek istiyor.,czy_41788,Asude'nin öpüşmek istediği tesisatçı Hikmet gibi. ,,csb_65996,Asude öpüşeceği kişinin Hikmet gibi tesisatçı olmasını istiyor.,,,,,
cxm_26111,Yaren alışveriş merkezindeki gibi bir sinemada film izlemek istiyor.,cow_28167,Yaren'in film izlemek istediği sinema alışveriş merkezindeki gibi.,,cpu_46380,Yaren film izleyeceği sinemanın alışveriş merkezindekine benzemesini istiyor.,,,,,
clu_75186,Hilmi istiyor başka bir işle uğraşmak.,cmy_74144,Hilmi'nin uğraşmak istediği iş başka.,,cep_23663,Hilmi herhangi başka işle uğraşmak istiyor.,,,,,
cwh_66241,Selim bir kamyonet almak istiyordu.,cux_50739,Selim'in almak istediği başka bir kamyonet var.,,cqt_99790,Selim kamyonet sahibi olmak istiyor.,,,,,
cjh_39970,başka bir şehirden ev almak istiyor Yaren.,cfl_85867,Yaren'in ev almak istediği başka bir şehir var.,,cdg_19873,Yaren başka bir şehirde ev sahibi olmak istiyor.,,,,,
csy_90906,öğrenci bir soru sormak istiyormuş.,cay_63626,Öğrencinin sormak istediği başka bir soru.,,csb_58605,Öğrenci soru sormak istiyor.,,,,,
cjp_11419,Prenses bu ara bir kurbağa öpmek istiyormuş.,cxq_90016,Prensesin bu ara öpmek istediği hayvan bir kurbağaymış.,,cjs_24592,Prenses bu ara kurbağa öpmek istiyor.,,,,,
cxe_76169,Ayşe geziye başka bir ülkeden başlamak istiyor.,car_32604,Ayşe'nin geziye başlamak istediği yer başka bir ülkeymiş.,,cdn_55381,Ayşe geziye bundan başka bir ülkeden başlamak istiyor.,,,,,
coj_78667,Sırasının gelmesini bir bekleme odasında beklemek istiyor hasta.,cff_78784,Hasta sırasının gelmesini bekleme odasında beklemeyi istiyor.,,clj_20041,Hasta sırasını herhangi bir bekleme odasında beklemek istiyor.,,,,,
cld_71171,Sezen başka bir makaleye referans vermek istiyor.,cpp_86863,Sezen'in referans vermek istediği başka bir makale.,,ckt_13404,Başka makaleye tarafından referans verilmesini istiyor Sezen.,,,,,
cif_89504,Rüveyda başka bir dizide oynamak istiyor.,cij_98674,Rüveyda'nın oynamak istediği dizi bundan başkası.,,cyd_75427,Rüveyda başka dizide oyunculuk yapmaki istiyor.,,,,,
csn_32923,Sacit bir hemşirenin şırıngaya yanlış ilaç koyduğundan şüpheleniyor.,czm_62660,Sacit'in şırıngaya yanlış ilaç koyduğundan şüphelendiği kişi bir hemşire.,,ccs_27050,Sacit yanlış ilacın şırıngaya bir hemşire tarafından koyulduğundan şüpheleniyor.,,,,,
cwu_13916,Başka bir ülkeye yerleşmek istiyor Ilgın.,cwt_87625,Ilgın'ın yerleşmek istediği yer başka.,,czt_63085,Ilgın bundan başka bir yere yerleşmek istiyor.,,,,,
cdx_66155,Miray yorucu bir görevi tamamlamak istiyor.,cji_93495,Miray'ın tamamlamak istediği yorucu şey bir görev.,,ckz_46436,Miray tamamlayacağı görevin yorucu olmasını istiyor.,,,,,
cos_44230,Bir astronotun verdiği röportaj tüm uzayseverlerde merak uyandırdı.,chz_64673,Tüm uzayseverlerde merak uyandıran röportajı veren bir astronot.,,ctv_43017,Tüm uzayseverlerde merak uyandıran şey herhangi bir astronot tarafından verilen röportajdı.,,,,,
ckl_97778,"Selin, büşra'nınki gibi bir çanta almak istiyor.",ccu_37734,Selin'in almak istediği çanta Büşra'nınki gibi.,,cna_55200,Selin'in almak istediği şey Büşra'nınki gibi bir çanta.,,,,,
cua_29754,başka bir arabayla yola çıkmak istiyor Turan.,ccz_89547,Turan'ın yola çıkmak istediği araç başka bir araba.,,crm_49207,Turan yola çıkacağı arabanın başka olmasını istiyor.,,,,,
csc_18765,Başka bir esere hayran olmak istiyor Hüma.,cen_51912,Hüma'nın hayran olmak istediği eser başka.,,clj_12269,Hayran olacağı eserin başka olmasını istiyor Hüma.,,,,,
cpf_73436,Başka bir yemek yemek istiyor Pınar.,crg_17278,Pınar'ın aklında yemek istediği başka bir yemek var.,,cnt_51368,Pınar yiyeceği yemeğin başka olmasını istiyor.,,,,,
cwz_43458,Hikmet Pelin'inki gibi uzun tırnakları olmasını istiyor.,cxc_77352,Hikmet'in sahip olmak istediği tırnaklar Pelin'inki gibi uzun.,,cib_29541,Hikmet Pelin'inki gibi uzun tırnaklara sahip olmak istiyor.,,,,,
cxj_97772,Bir marangozla çalışmak istiyor Kaan.,cot_41048,Kaan'ın çalışmak istediği kişinin mesleği marangozluk.,,cms_49306,Kaan mesleği marangozluk olan herhangi biriyle çalışmak istiyor.,,,,,
cud_66783,Başka bir Avrupa ülkesini ziyaret etmek istiyor Jülide.,cyh_68738,Jülide'nin ziyaret etmek istediği yer başka bir Avrupa ülkesi.,,cwc_51508,Jülide başka bir Avrupa ülkesinde ziyaretçi olmak istiyor.,,,,,
cjd_15806,Kötü deneyimler yaşayan Babür için bile olumlu bir düşünce üretmek mümkündü.,cxm_80865,Kötü deneyimler yaşmasına rağmen Babür için üretmesi mümkün olan düşünce olumluydu.,,clj_53173,Kötü deneyimler yaşayan Babür için bile herhangi bir pozitif düşünce üretmek mümkündü.,,,,,
czl_15892,O postacı sıradışı yerlerden mektup alan bir komşumuz ile evlenmek istiyormuş.,cyn_36408,O postacının evlenmek istediği komşumuz sıradışı yerlerden mektup alıyormuş.,,cfr_59177,O postacı evleneceği kişinin bize komşu olmasını ve sıradışı yerlerden mektup almasını istiyormuş.,,,,,
cxg_33103,Kilimcinin kör oğlu benzersiz bir operet dinlemek istiyordu.,cjo_50590,"Kilimcinin kör oğlu isityordu ki benzersiz bir şey dinlesin, bu şey de belli bir operet olsun.",,cdg_86052,Kilimcinin kör oğlu dinleyeceği operetin benzersiz olmasını istiyordu.,,,,,
cek_99606,Nilay başka bir ülkeden ithalat yapmak istiyor.,ckw_10034,Nilay'ın ithalat yapmak istediği yer başka bir ülke.,,cjm_85123,Nilay ithalat yapacağı ülkenin başkası olmasını istiyordu.,,,,,
cla_81279,Meltem'inki gibi bir kitap okumak istiyorum.,cgc_37704,"Okumak istediğim kitap, Meltem'inki gibi bir kitap.",,cst_87049,Meltem'inki gibi olmasını istiyorum okuyacağım kitabın.,,,,,
ccd_32501,Başka bir okulda daha mutlu olabileceğini düşünüyor Burak.,csy_27492,Burak'ın daha mutlu olabileceğini düşündüğü yer başka bir okul.,,cgd_81875,Burak bundan başka herhangi bir okulda mutlu olabileceğini düşünüyor.,,,,,
cxw_93885,Ferit buradaki gibi bir salonda konferans vermek istiyor.,cvk_94959,Ferit'in konfernas vermek istediği salon buradakine benziyor.,,clt_99134,Ferit konferans vereceği salonun buradaki gibi olmasını istiyor.,,,,,
cva_40832,Kağan Urla'daki gibi bir manzaraya bakmak istiyor.,cbg_89736,Kağan'ın bakmak istediği manzara Urla'daki gibi.,,crh_64816,Bakacağı manzaranın Urla'daki gibi olmasını istiyor Kağan.,,,,,
mxn_18010,Naz patronundan bir toplantı talep ediyor.,mwq_94188,Naz'ın talep ettiği bir toplantı var patronundan.,,mmt_69355,Naz'ın patronundan talep ettiği şey bir toplantı.,,,,,
mtn_29484,"Fatma, selin'inki gibi bir tekne modifiye etmek istiyor.",moq_41795,Fatma'nın modifiye etmek istediği bir tekne Selin'inki gibi.,,meg_35322,Fatma modifiye edeceği bir teknenin Selin'inki gibi olmasını istiyor.,,,,,
mfy_45731,Ahmet benimki gibi lüks bir restorana gitmek istiyor.,moy_63495,Ahmet'in gitmek istediği bir restoran benimki gibi lüks.,,msx_22460,Gideceği bir restoranın benimki gibi lüks olmasını istiyor Ahmet.,,,,,
mnb_75681,Öyle şeyler söylüyorsun ki bilgisi dağları aşmış bir insanın bile sana yetip yetmeyeceğini sorgulayacağım neredeyse.,mso_47668,Söylediklerinde beni sorgulamaya iten şey sana yetip yetmeyeceğini anlayamadığım bilgisi dağları aşmış bir insan.,,mum_10701,Söylediklerin öyle şaşırtıcı ki burada bilgisi dağları aşmış herhangi bir insan bile olsa sana yetmeyecek diye sorgulamama az kaldı.,,,,,
mun_18486,Hamile bir kediye evini açmak istiyor Nazen.,mru_85531,Nazen'in evini açmak istediği hamile bir kedi.,,mmv_95687,Evini açacağı hayvanın hamile bir kedi olmasını Nazen istiyor.,,,,,
mac_93524,Utku bir öğrenci ile görüşmek istiyor.,mar_88016,Bir öğrenci Utku'nun görüşmek istediği kişi.,,mjc_38152,Görüşeceği kişinin bir öğrenci olmasını istiyor Utku.,,,,,
mid_74206,Rüstem şakire'ninki gibi bir arabayla yola çıkmak istiyor.,mvr_94274,Rüstem'in yola çıkmak istediği araba Şakire'ninkine benziyor.,,mkb_59345,Yola çıkacağı bir arabanın Şakire'ninki gibi olmasını istiyor Rüstem. ,,,,,
max_82615,Bir tabağı yıkamak istiyor Ayşe.,mvt_51641,Ayşe'nin yıkamak istediği bir tabak var.,,mwu_53340,Ayşe yıkayacağı şeyin bir tabak olmasını istiyor.,,,,,
mhk_37235,"Mercan denizlerde daha yeni doğmuş, hiçbir şeye alışık olmayan bir bebek olduğunu sanıyormuş.",mbu_60291,Mercan'ın zannettiği şey onun denizlerde yeni doğan ve hiçbir şeye alışık olmayan bir bebek olduğuymuş.,,meu_20692,Denizlerde daha yeni doğan ve hiçbir şeye alışık olmayan herhangi bir bebek olduğunu düşünmüş Mercan.,,,,,
mbc_77296,Telefondan sipariş verdiği suyun cam bir damacanada gelmesini rica ediyor.,mve_35867,Rica ettiği şey cam bir damacananın içinde telefonda sipariş verdiği suyun gelmesi.,0,mpw_51927,Telefondan sipariş verdiği suyun herhangi cam bir damacanada gelmesini istiyor.,,,,,
mqd_50741,Günlerdir kıyafetine uygun bir oje arıyor Çağla.,mdh_73159,Çağla'nın günlerdir aradığı kıyafetine uygun bir oje var.,,mtm_58606,Günlerdir aradığı şey Çağla'nın kıyafetine uygun bir oje.,,,,,
mtk_11848,Hilmican başka bir etkileyici kitaptan alıntı yapmak istiyor.,mbx_39729,Hilmican'ın alıntı yapmak istediği farklı bir etkileyici kitap var.,,muz_81725,Alıntı yapacağı şeyin başka bir etkileyici kitap olmasını istiyor Hilmican.,,,,,
mjs_32677,Meltem bir kitabı okumayı bitirmek istiyor.,mum_17385,Meltem'in okumayı bitirmek istediği bir kitap var.,,mty_99916,Meltem okuyup bitireceği şeyni herhangi bir kitap olmasını istiyor.,,,,,
mkk_65779,Rumet bir an önce bir işe başlayıp bu evden taşınmak istiyormuş.,mba_68211,Bu evden taşınmak istediği için Rumet'in bir an önce başlaması gereken bir iş var.,,mem_88802,Bir an önce bir işe başlamak Rumet'in bu evden taşınmasının yollarından biri. ,,,,,
mwe_17980,başka bir mantar panoya asmak istiyor ilanı Yeter.,mxd_11112,Yeter'in ilanı asmak istediği bundan başka bir mantar pano var.,,maa_37562,Yeter asacağı ilanın bu mantar panosundan farklı olmasını istiyor.,,,,,
mqw_36355,Jüri bir yarışmacının hile yaptığını düşünüyor.,mpw_49721,Jürinin hile yaptığını düşündüğü bir yarışmacı var.,,mmf_53873,Jürinin hile yaptığını düşündüğü kişi bir yarışmacı.,,,,,
mwg_62191,Fazıl evine bir yabancının gelmesini hiç istemiyor.,mau_13957,Fazıl'ın evine gelmesini istemediği bir yabancı var.,,mix_74419,Fazıl'ın evine gelmesini hiç istemediği kişi bir yabancı.,,,,,
mmp_29093,Yücel bu konuyu ayşe'nin yazdığı gibi kapsamlı bir kitaptan okumak istiyor.,mjv_75490,Yücel'in bu konuyu okumak istediği bir kitap Ayşe'nin yazdığı kitap gibi kapsamlı.,,mbz_38594,Yücel bu konuyla ilgili okuyacağı bir kitabın Ayşe'nin yazdığı gibi kapsamlı olmasını istiyor.,,,,,
moi_26895,Hüsnü şuradaki gibi kırmızı bir bisikleti sürmek istiyor.,mnt_86772,Hüsnü'nün sürmek istediği bir bisiklet şuradaki gibi kırmızı.,,muw_99953,Hüsnü süreceği bir bisikletin şuradaki gibi kırmızı olmasını istiyor.,,,,,
myk_10046,Jale bir arkadaşının depresyona girdiğini düşünüyor.,mbc_91951,Depresyona girdiğini düşündüğü bir arkadaşı var Jale'nin.,,mcw_13356,Jale'nin depresyonda olduğunu düşündüğü kişi bir arkadaşı.,,,,,
mdp_78046,Bana kalırsa Nisa nişanda bir elbise giymeliydi.,maq_83978,Bence nişanda Nisan'ın giymesi gereken şey bir elbiseydi.,,mkb_67181,Nisa'nın nişanda giymesi gerekenin bir elbise olduğunu düşünüyorum.,,,,,
mow_25899,başka bir mihmandar ile gezmek istiyor Büyükelçi.,mfl_46983,Büyükelçinin birlikte gezmek istediği başka bir mihmandar var.,,mzm_48728,Birlikte gezeceği kişinin farklı bir mihmandar olmasını istiyor Büyükelçi.,,,,,
mgw_93419,Büşra topuklu ayakkabılarla rahat yürünebilecek bir yerde dolaşmak istiyor.,mod_24304,Büşra'nın dolaşmak istediği topuklu ayakkabılarla rahat yürünebilecek bir yer var.,,mhd_33312,Dolaşmak için topuklu ayakkabılarla rahat yürünebilecek bir yer olmasını istiyor Büşra.,,,,,
mpn_50461,Kenan başka bir lüks restoranda buluşmak istiyor.,mdc_44752,Kenan'ın buluşmak istediği farklı bir lüks restoran var.,,mww_37084,Buluştuğu yerin başka bir lüks restoran olmasını istiyor Kenan.,,,,,
mnt_20695,Ufuk başka bir mevzudan bahsetmek istiyor.,mzw_95548,Ufuk'un bahsetmek istediği farklı bir mevzu var.,,muq_32026,Bahsettiği şeyin farklı bir mevzu olmasını istiyor Ufuk.,,,,,
mlr_46510,Kaan başka bir işsiz kadını tanımak istiyor.,mjz_74330,Kaan'ın tanımak istediği kişi farklı bir işsiz kadın.,,mcr_97048,Kaan tanıdığı işsiz bir kadının farklı olmasını istiyor. ,,,,,
mry_23207,Her izleyici onun yaptığı bir filmin harika olduğunu düşünüyor.,mic_43698,Her izleyicinin harika olduğunu düşündüğü şey onun yaptığı bir film.,,meh_20700,Onun yaptığı herhangi bir filmin izleyicilerin hepsinin beğenisini kazandığını düşünüyor.,,,,,
mvb_15565,Saygın siyah bir şort ile katılmayı düşünüyor kendi düğününe.,mdb_93197,Saygın'ın kendi düğününde giyerek katılmayı düşündüğü şey siyah bir şort.,,mvb_84832,Kendi düğününe katılırken giyeceği kıyafetin bir şort olacağını düşünüyor Saygın.,,,,,
msq_92416,Lezzetli bir pastadan yemek istiyor Hürrem.,moi_20941,Hürrem'in yemek istediği lezzetli bir pasta var.,,moa_64876,Yiyeceği bir pasta lezzetli olsun istiyor Hürrem.,,,,,
mak_34866,Nihat başka bir topuklu ayakkabı giymek istiyor.,myl_20848,Bundan başka bir topuklu ayakkabı Nihat'ın giymek istediği.,,mug_56750,Giyeceği ayakkabının herhangi bir topuklu ayakkabı olmasını istiyor Nihat.,,,,,
mco_25637,Hediye şunun giibi yeni model bir dikiş makinesi ile elbise dikmek istiyor.,mbq_65816,Hediye'nin elbise dikerken kullanmak istediği şuna benzeyen yeni model bir dikiş makinesi  var.,,moa_20057,Elbise dikerken kullanacağı makinenin şuna benzeyen yeni bir model dikiş makinesi olmasını istiyor Hediye.,,,,,
mjt_36928,Venüs istiyor başka bir masaya oturmak.,mai_90860,Venüs'ün oturmak istediği bundan başka bir masa var.,,mfp_37033,Venüs'ün oturmak istediği yer bu masalardan biri.,,,,,
mun_48131,başka bir lezzetli yemekten yemek istiyor Turan.,mjf_74586,Yemek istediği farklı bir lezzetli yemek var Turan'ın.,,mte_53755,Turan yiyeceği bir yemek başka bir lezzetli yemek olsun istiyor.,,,,,
mwo_82935,Zebercet buradaki gibi bir manavdan bir şeyler almak istiyor.,mus_68674,Zebercet'in bir şeyler almak istediği buradakine benzeyen bir manav var.,,muu_93357,Bir şeyler almak istediği bir manavın buradaki gibi olmasını istiyor Zebercet.,,,,,
mzn_93586,Kaan bir sporcunun doping yaptığını düşünüyor.,mqa_84840,Kaan'ın doping yaptığını düşündüğü bir sporcu var.,,mig_71040,Kaan doping yapan kişinin bir sporcu olduğunu düşünüyor.,,,,,
mur_33647,Leyla bir şapkayı başkasına hediye etmek istiyor.,mjs_87011,Leyla'nın başkasına hediye etmek istediği şey bir şapka.,,mzb_34643,Leyla başkasına hediye edeceği şeyin bir şapka olmasını istiyor.,,,,,
msd_73267,Tevfik başka bir kadından nefret etmek istiyor.,mik_88348,Tevfik'in nefret etmek istediği kişi bundan farklı bir kadın.,,mph_81443,Nefret ettiği kişinin başka bir kadın olmasını istiyor Tevfik.,,,,,
mwi_62455,Fatma bir öğretim üyesi görmek istiyor.,mbc_69310,Bir öğretim üyesi Fatma'nın görmek istediği kişi.,,mak_73100,Göreceği kişinin bir öğretim üyesi olmasını istiyor Fatma.,,,,,
mrd_81076,Hande her gün bir derse katılırsa mezun olabilir.,mzd_74636,Hande'nin mezun olabilmesi için her gün katılması gereken bir ders var.,,mpr_38722,Mezun olması için Hande'nin her gün bir derse katılması şart.,,,,,
mxk_63580,bizimki gibi bir eve taşınmak istiyor Reyhan.,mhz_63189,Taşınmak istediği yer Reyhan'ın bizimki gibi bir ev.,,mrq_36146,Reyhan taşınacağı evin bizimkine benzeyen bir ev olmasını istiyor.,,,,,
mnr_10538,Gamze doğum günü partisine bir şarap alarak gelmemizi mi istedi?,mtu_80138,Gamze'nin doğum günü partisi için alıp gelmemizi istediği şeyin bir şarap olup olmadığını biliyor musun? ,,mjr_73374,Gamze doğum günü partisine getireceğimiz şeyin bir şarap olmasını mı istiyor?,,,,,
mmd_92700,başka bir uzman doktorla fikir alışverişi yapmak istiyor Tuna.,mxd_13464,Tuna'nın fikir alışverişi yapmak istediği bundan farklı bir uzman doktor var.,,mml_76306,Tuna fikir alışverişi yapacağı kişinin farklı bir uzman doktor olmasını istiyor.,,,,,
mvp_95541,Hayatının bir döneminde Moğolistan'da yaşamış olduğunu düşünüyor musun Akif?,mig_54788,Akif hayatında Moğolistan'da yaşadığın bir dönemin olup olmadığını düşünüyor musun?,,mfq_15576,Moğolistan'da hayatının herhangi bir dönemini yaşadığını düşünüyor musun Akif?,,,,,
mbm_24397,Ablam öğretmenin istediği gibi bir soru kitabı alırsa bu sınavı geçermiş.,mag_73597,Ablamın sınavı geçmesi için alması gereken şey öğretmenin istediğine benzeyen bir soru kitabıymış.,,mft_96884,Ablamın bu sınavı geçmesi kitabının öğretmenin istediği gibi bir soru kitabı olmasına bağlı.,,,,,
mbg_76631,şuradaki gibi yeşil bir bahçeye sahip olmak istiyor Mehmet.,mnu_51570,Sahip olmak istediği şey Mehmet'in şuradakine benzeyen yeşil bir bahçe.,,mxl_47489,Mehmet sahip olacağı bahçenin şuradaki gibi yeşil bir bahçe olmasını istiyor.,,,,,
mgl_67940,Sabırsızlandığı için bir trene binip erken gitmeyi arzu ediyor.,mmf_28568,Sabırsızlandığından binerek erken gitmeyi arzu ettiği bir tren var.,,msb_76822,Sabırsızlandığı için herhangi bir trene binip gitmek istiyor.,,,,,
